Region,Org Code,Provider name,Modality, Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec , Jan , Feb , Mar , Year 
 Y60 , NT3 , Spire Healthcare , Computerized Axial Tomography , 50 , 60 , 55 , 60 , 45 , 55 , 55 , 60 , 40 , 80 , 65 , 60 , 680 
 Y60 , NT3 , Spire Healthcare , Diagnostic Ultrasonography , 240 , 300 , 245 , 235 , 270 , 250 , 290 , 295 , 260 , 330 , 310 , 220 ," 3,250 "
 Y60 , NT3 , Spire Healthcare , Fluoroscopy , 100 , 130 , 115 , 130 , 120 , 115 , 150 , 160 , 115 , 105 , 95 , 90 ," 1,420 "
 Y60 , NT3 , Spire Healthcare , Magnetic Resonance Imaging , 260 , 335 , 325 , 400 , 280 , 305 , 340 , 360 , 300 , 405 , 300 , 310 ," 3,920 "
 Y60 , NT3 , Spire Healthcare , Plain Radiography , 720 , 745 , 760 , 790 , 715 , 715 , 815 , 715 , 540 , 790 , 590 , 565 ," 8,460 "
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Computerized Axial Tomography ," 2,495 "," 2,420 "," 2,375 "," 2,725 "," 2,520 "," 2,405 "," 2,695 "," 2,775 "," 2,445 "," 2,690 "," 2,420 "," 2,020 "," 29,975 "
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Diagnostic Ultrasonography ," 7,525 "," 7,625 "," 6,880 "," 7,815 "," 7,135 "," 7,285 "," 7,890 "," 7,255 "," 7,235 "," 7,840 "," 6,750 "," 5,995 "," 87,235 "
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Fluoroscopy , 375 , 435 , 415 , 470 , 370 , 440 , 470 , 490 , 490 , 615 , 615 , 420 ," 5,605 "
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Magnetic Resonance Imaging ," 1,780 "," 1,825 "," 1,795 "," 1,980 "," 1,885 "," 1,790 "," 1,945 "," 1,835 "," 1,760 "," 1,820 "," 1,740 "," 1,835 "," 21,980 "
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Nuclear Medicine Procedure , 200 , 170 , 150 , 175 , 150 , 170 , 200 , 185 , 145 , 225 , 210 , 160 ," 2,140 "
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Plain Radiography ," 13,275 "," 12,715 "," 12,220 "," 13,290 "," 11,975 "," 12,355 "," 13,010 "," 12,235 "," 11,540 "," 12,480 "," 11,575 "," 9,260 "," 145,935 "
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Positron Emission Tomography , 10 , 30 , 25 , 25 , 15 , 25 , 20 , 25 , . , . , . , . , 175 
 Y60 , RNA , The Dudley Group NHS Foundation Trust , Single Photon Emission Computerized Tomography , 30 , 25 , 20 , 30 , 20 , 25 , 25 , 30 , 15 , 40 , 25 , 20 , 315 
 Y60 , RL1 , The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust , Computerized Axial Tomography , 405 , 385 , 405 , 435 , 370 , 405 , 460 , 380 , 380 , 425 , 390 , 310 ," 4,755 "
 Y60 , RL1 , The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust , Diagnostic Ultrasonography , 680 , 720 , 675 , 800 , 660 , 720 , 935 , 715 , 635 , 800 , 725 , 580 ," 8,645 "
 Y60 , RL1 , The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust , Fluoroscopy , 375 , 335 , 350 , 375 , 340 , 350 , 425 , 370 , 310 , 380 , 340 , 260 ," 4,205 "
 Y60 , RL1 , The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust , Magnetic Resonance Imaging ," 1,025 "," 1,060 "," 1,015 "," 1,090 "," 1,050 "," 1,045 "," 1,160 "," 1,135 "," 1,015 "," 1,130 "," 1,100 ", 655 ," 12,485 "
 Y60 , RL1 , The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 5 , . , . , . , . , 5 , . , 5 , . , . , . , . , 10 
 Y60 , RL1 , The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust , Plain Radiography ," 4,690 "," 4,645 "," 4,105 "," 4,620 "," 4,035 "," 4,985 "," 5,200 "," 4,680 "," 3,935 "," 5,010 "," 4,620 "," 3,025 "," 53,545 "
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Computerized Axial Tomography , 265 , 275 , 290 , 270 , 270 , 225 , 285 , 295 , 260 , 290 , 275 , 220 ," 3,215 "
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Diagnostic Ultrasonography , 440 , 480 , 410 , 440 , 425 , 480 , 460 , 460 , 390 , 535 , 540 , 320 ," 5,385 "
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Fluoroscopy , 20 , 35 , 15 , 5 , 15 , 10 , 20 , 5 , 10 , 15 , 5 , 10 , 160 
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Magnetic Resonance Imaging , 925 , 995 , 950 ," 1,010 "," 1,005 "," 1,080 "," 1,125 "," 1,060 "," 1,130 "," 1,130 ", 945 , 950 ," 12,315 "
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 5 , 10 , 15 , 20 , 10 , 15 , 10 , 15 , 10 , 10 , 10 , 10 , 140 
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Plain Radiography ," 2,995 "," 3,155 "," 3,095 "," 3,400 "," 2,815 "," 3,240 "," 3,545 "," 3,225 "," 2,855 "," 3,505 "," 3,265 "," 2,375 "," 37,470 "
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Positron Emission Tomography , * , * , . , . , * , * , * , 5 , * , * , 5 , * , 20 
 Y60 , RRJ , The Royal Orthopaedic Hospital NHS Foundation Trust , Single Photon Emission Computerized Tomography , * , 10 , 10 , 10 , 10 , 15 , 15 , 20 , 10 , 10 , 15 , 20 , 145 
 Y60 , RL4 , The Royal Wolverhampton NHS Trust , Computerized Axial Tomography ," 2,625 "," 2,685 "," 2,845 "," 2,885 "," 2,850 "," 2,800 "," 2,910 "," 2,750 "," 2,695 "," 2,870 "," 2,700 "," 2,235 "," 32,845 "
 Y60 , RL4 , The Royal Wolverhampton NHS Trust , Diagnostic Ultrasonography ," 4,335 "," 4,570 "," 4,160 "," 4,785 "," 4,150 "," 4,535 "," 4,795 "," 4,750 "," 4,150 "," 4,970 "," 4,580 "," 3,630 "," 53,415 "
 Y60 , RL4 , The Royal Wolverhampton NHS Trust , Fluoroscopy , 815 , 845 , 825 , 925 , 795 , 860 , 905 , 840 , 800 , 880 , 885 , 720 ," 10,100 "
 Y60 , RL4 , The Royal Wolverhampton NHS Trust , Magnetic Resonance Imaging ," 2,220 "," 2,270 "," 2,180 "," 2,270 "," 2,295 "," 2,270 "," 2,280 "," 2,295 "," 2,190 "," 2,235 "," 2,115 "," 1,535 "," 26,165 "
 Y60 , RL4 , The Royal Wolverhampton NHS Trust , Nuclear Medicine Procedure , 165 , 190 , 150 , 185 , 160 , 180 , 165 , 185 , 150 , 185 , 145 , 145 ," 2,010 "
 Y60 , RL4 , The Royal Wolverhampton NHS Trust , Plain Radiography ," 14,575 "," 15,260 "," 14,300 "," 15,475 "," 13,810 "," 14,485 "," 15,440 "," 14,795 "," 13,770 "," 15,815 "," 14,180 "," 10,850 "," 172,755 "
 Y60 , RL4 , The Royal Wolverhampton NHS Trust , Single Photon Emission Computerized Tomography , 65 , 75 , 50 , 95 , 70 , 75 , 80 , 80 , 60 , 90 , 80 , 65 , 885 
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Computerized Axial Tomography ," 5,490 "," 5,580 "," 5,945 "," 6,265 "," 5,630 "," 5,975 "," 6,355 "," 5,695 "," 5,610 "," 6,115 "," 6,035 "," 4,940 "," 69,635 "
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Diagnostic Ultrasonography ," 9,170 "," 9,160 "," 8,705 "," 9,610 "," 8,540 "," 8,595 "," 9,960 "," 8,995 "," 8,420 "," 9,685 "," 8,310 "," 7,920 "," 107,070 "
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Fluoroscopy , 750 , 915 , 700 , 865 , 760 , 775 , 865 , 815 , 815 , 825 , 800 , 650 ," 9,535 "
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Magnetic Resonance Imaging ," 2,755 "," 2,800 "," 2,975 "," 2,950 "," 2,495 "," 2,820 "," 3,180 "," 3,130 "," 3,130 "," 3,075 "," 3,180 "," 2,730 "," 35,220 "
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Nuclear Medicine Procedure , 330 , 325 , 370 , 360 , 285 , 320 , 410 , 360 , 310 , 395 , 390 , 305 ," 4,150 "
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Plain Radiography ," 23,020 "," 23,745 "," 22,915 "," 25,020 "," 21,540 "," 23,160 "," 24,265 "," 21,975 "," 20,745 "," 24,355 "," 22,045 "," 17,205 "," 269,985 "
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Positron Emission Tomography , 70 , 105 , 120 , 110 , 55 , 115 , 105 , 90 , 100 , 125 , 125 , 105 ," 1,230 "
 Y60 , RWD , United Lincolnshire Hospitals NHS Trust , Single Photon Emission Computerized Tomography , 15 , 5 , 10 , 15 , 10 , 10 , 10 , 15 , 5 , 5 , 5 , 5 , 115 
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Computerized Axial Tomography ," 10,460 "," 11,740 "," 11,260 "," 11,440 "," 11,120 "," 10,850 "," 12,365 "," 12,345 "," 11,550 "," 12,580 "," 11,670 "," 9,700 "," 137,085 "
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Diagnostic Ultrasonography ," 16,645 "," 17,830 "," 16,860 "," 18,540 "," 16,610 "," 16,965 "," 18,700 "," 17,750 "," 16,405 "," 18,500 "," 16,980 "," 11,510 "," 203,295 "
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Fluoroscopy ," 2,765 "," 2,930 "," 2,735 "," 3,035 "," 2,600 "," 2,720 "," 3,040 "," 2,805 "," 2,450 "," 3,070 "," 2,710 "," 2,300 "," 33,165 "
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Magnetic Resonance Imaging ," 5,630 "," 6,815 "," 6,450 "," 6,455 "," 6,360 "," 5,880 "," 7,905 "," 7,740 "," 7,115 "," 7,655 "," 7,125 "," 6,050 "," 81,180 "
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Nuclear Medicine Procedure , 715 , 695 , 660 , 785 , 685 , 720 , 785 , 695 , 595 , 780 , 615 , 490 ," 8,215 "
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Plain Radiography ," 36,240 "," 38,855 "," 37,380 "," 39,855 "," 36,665 "," 36,070 "," 40,015 "," 37,895 "," 36,525 "," 40,485 "," 36,010 "," 28,230 "," 444,225 "
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Positron Emission Tomography , 385 , 380 , 400 , 415 , 350 , 310 , 380 , 400 , 360 , 375 , 375 , 335 ," 4,460 "
 Y60 , RRK , University Hospitals Birmingham NHS Foundation Trust , Single Photon Emission Computerized Tomography , 110 , 125 , 115 , 145 , 115 , 120 , 140 , 145 , 135 , 150 , 130 , 115 ," 1,540 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Computerized Axial Tomography ," 4,850 "," 4,785 "," 4,665 "," 4,770 "," 4,615 "," 4,610 "," 4,985 "," 4,940 "," 4,655 "," 4,820 "," 4,620 "," 3,940 "," 56,250 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Diagnostic Ultrasonography ," 6,015 "," 5,890 "," 5,690 "," 6,290 "," 5,600 "," 5,780 "," 6,565 "," 6,250 "," 5,400 "," 6,200 "," 5,205 "," 4,520 "," 69,405 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Fluoroscopy , 360 , 350 , 350 , 435 , 375 , 410 , 415 , 380 , 345 , 410 , 395 , 360 ," 4,580 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Magnetic Resonance Imaging ," 4,620 "," 4,705 "," 4,400 "," 4,675 "," 4,485 "," 4,770 "," 4,655 "," 4,535 "," 4,265 "," 4,470 "," 4,085 "," 3,300 "," 52,970 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Nuclear Medicine Procedure , 515 , 520 , 485 , 545 , 495 , 505 , 530 , 500 , 485 , 580 , 520 , 435 ," 6,105 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Plain Radiography ," 17,655 "," 18,515 "," 17,505 "," 18,395 "," 16,615 "," 17,285 "," 17,930 "," 17,355 "," 15,885 "," 18,010 "," 16,515 "," 12,755 "," 204,415 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Positron Emission Tomography , 195 , 190 , 220 , 250 , 195 , 225 , 220 , 210 , 195 , 240 , 200 , 200 ," 2,535 "
 Y60 , RKB , University Hospitals Coventry and Warwickshire NHS Trust , Single Photon Emission Computerized Tomography , 30 , 35 , 25 , 30 , 35 , 30 , 35 , 25 , 25 , 25 , 30 , 30 , 360 
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Computerized Axial Tomography ," 6,270 "," 6,565 "," 6,450 "," 6,760 "," 6,350 "," 6,445 "," 6,925 "," 6,650 "," 5,025 "," 6,920 "," 6,470 "," 5,085 "," 75,920 "
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Diagnostic Ultrasonography ," 13,360 "," 14,055 "," 13,595 "," 15,240 "," 13,670 "," 13,050 "," 14,020 "," 13,735 "," 9,840 "," 13,825 "," 12,420 "," 10,500 "," 157,310 "
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Fluoroscopy ," 1,105 "," 1,285 "," 1,150 "," 1,415 "," 1,205 "," 1,110 "," 1,295 "," 1,125 ", 765 ," 1,265 "," 1,020 ", 870 ," 13,610 "
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Magnetic Resonance Imaging ," 4,025 "," 4,295 "," 4,150 "," 4,530 "," 4,450 "," 4,135 "," 4,550 "," 4,220 "," 2,960 "," 4,210 "," 4,105 "," 3,170 "," 48,805 "
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Nuclear Medicine Procedure , 595 , 595 , 670 , 710 , 555 , 625 , 625 , 600 , 365 , 655 , 590 , 510 ," 7,090 "
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Plain Radiography ," 30,440 "," 31,645 "," 30,340 "," 32,995 "," 29,210 "," 30,105 "," 32,595 "," 30,965 "," 22,600 "," 32,365 "," 29,275 "," 22,495 "," 355,030 "
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Positron Emission Tomography , . , . , * , . , . , * , 5 , * , . , 5 , 115 , 115 , 240 
 Y60 , RTG , University Hospitals of Derby and Burton NHS Foundation Trust , Single Photon Emission Computerized Tomography , 150 , 170 , 180 , 130 , 135 , 165 , 180 , 140 , 90 , 145 , 150 , 125 ," 1,760 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Computerized Axial Tomography ," 7,395 "," 7,810 "," 7,410 "," 7,975 "," 7,580 "," 7,470 "," 7,900 "," 7,795 "," 7,460 "," 8,120 "," 7,350 "," 6,445 "," 90,715 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Diagnostic Ultrasonography ," 7,620 "," 8,465 "," 7,715 "," 8,305 "," 7,950 "," 8,195 "," 8,825 "," 8,265 "," 7,680 "," 8,945 "," 7,915 "," 6,565 "," 96,455 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Fluoroscopy , 605 , 660 , 615 , 615 , 535 , 580 , 620 , 570 , 580 , 605 , 575 , 515 ," 7,075 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Magnetic Resonance Imaging ," 4,525 "," 4,415 "," 4,180 "," 4,440 "," 4,615 "," 4,370 "," 4,460 "," 4,315 "," 4,360 "," 4,815 "," 4,995 "," 4,300 "," 53,795 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Nuclear Medicine Procedure , 460 , 575 , 510 , 585 , 545 , 510 , 625 , 540 , 480 , 585 , 465 , 425 ," 6,300 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Plain Radiography ," 29,555 "," 30,190 "," 28,260 "," 29,845 "," 27,525 "," 29,290 "," 30,805 "," 29,360 "," 27,100 "," 30,560 "," 27,920 "," 21,655 "," 342,065 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Positron Emission Tomography , 185 , 175 , 175 , 215 , 175 , 170 , 205 , 205 , 190 , 245 , 165 , 210 ," 2,315 "
 Y60 , RWE , University Hospitals of Leicester NHS Trust , Single Photon Emission Computerized Tomography , 95 , 100 , 80 , 105 , 95 , 75 , 120 , 125 , 120 , 120 , 115 , 110 ," 1,265 "
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Computerized Axial Tomography ," 6,465 "," 6,490 "," 6,725 "," 6,600 "," 6,330 "," 6,385 "," 6,605 "," 6,515 "," 6,430 "," 7,130 "," 6,235 "," 5,485 "," 77,400 "
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Diagnostic Ultrasonography ," 10,775 "," 11,255 "," 10,610 "," 11,300 "," 9,875 "," 10,260 "," 11,495 "," 10,475 "," 9,315 "," 10,330 "," 9,465 "," 8,060 "," 123,220 "
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Fluoroscopy , 810 , 765 , 725 , 745 , 715 , 790 , 790 , 715 , 665 , 730 , 635 , 640 ," 8,730 "
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Magnetic Resonance Imaging ," 5,820 "," 5,750 "," 5,675 "," 5,495 "," 5,795 "," 5,785 "," 5,910 "," 5,755 "," 5,840 "," 6,295 "," 5,975 "," 4,655 "," 68,755 "
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Nuclear Medicine Procedure , 340 , 410 , 345 , 390 , 380 , 375 , 430 , 370 , 340 , 370 , 375 , 315 ," 4,435 "
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Plain Radiography ," 25,505 "," 26,450 "," 24,660 "," 26,990 "," 24,175 "," 25,585 "," 27,150 "," 24,730 "," 23,970 "," 27,355 "," 24,170 "," 19,015 "," 299,755 "
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Positron Emission Tomography , 5 , * , * , . , . , . , . , . , . , . , . , . , 5 
 Y60 , RJE , University Hospitals of North Midlands NHS Trust , Single Photon Emission Computerized Tomography , 25 , 20 , 30 , 15 , 30 , 15 , 25 , 30 , 30 , 30 , 20 , 10 , 285 
 Y60 , RBK , Walsall Healthcare NHS Trust , Computerized Axial Tomography ," 2,095 "," 2,105 "," 2,080 "," 2,260 "," 2,175 "," 2,140 "," 2,185 "," 2,050 "," 2,105 "," 2,190 "," 2,010 "," 1,830 "," 25,230 "
 Y60 , RBK , Walsall Healthcare NHS Trust , Diagnostic Ultrasonography ," 4,610 "," 4,790 "," 4,680 "," 5,280 "," 5,010 "," 4,885 "," 5,300 "," 4,790 "," 4,715 "," 5,215 "," 4,715 "," 4,110 "," 58,095 "
 Y60 , RBK , Walsall Healthcare NHS Trust , Fluoroscopy , 225 , 225 , 205 , 250 , 205 , 220 , 210 , 235 , 205 , 275 , 225 , 175 ," 2,660 "
 Y60 , RBK , Walsall Healthcare NHS Trust , Magnetic Resonance Imaging ," 1,505 "," 1,530 "," 1,570 "," 1,580 "," 1,595 "," 1,560 "," 1,675 "," 1,665 "," 1,650 "," 1,815 "," 1,650 "," 1,455 "," 19,250 "
 Y60 , RBK , Walsall Healthcare NHS Trust , Nuclear Medicine Procedure , 180 , 165 , 170 , 205 , 155 , 160 , 195 , 190 , 200 , 240 , 190 , 200 ," 2,255 "
 Y60 , RBK , Walsall Healthcare NHS Trust , Plain Radiography ," 7,875 "," 7,960 "," 7,620 "," 8,370 "," 7,550 "," 7,795 "," 8,520 "," 7,560 "," 7,600 "," 8,230 "," 7,590 "," 6,395 "," 93,060 "
 Y60 , RBK , Walsall Healthcare NHS Trust , Single Photon Emission Computerized Tomography , 10 , 10 , . , . , . , . , . , . , . , . , . , . , 20 
 Y60 , RWP , Worcestershire Acute Hospitals NHS Trust , Computerized Axial Tomography ," 4,395 "," 4,930 "," 4,240 "," 4,430 "," 4,290 "," 4,295 "," 4,675 "," 4,680 "," 4,250 "," 4,755 "," 4,670 "," 3,995 "," 53,600 "
 Y60 , RWP , Worcestershire Acute Hospitals NHS Trust , Diagnostic Ultrasonography ," 7,990 "," 8,130 "," 7,730 "," 8,575 "," 7,890 "," 7,785 "," 9,235 "," 8,650 "," 7,555 "," 8,575 "," 7,890 "," 6,745 "," 96,745 "
 Y60 , RWP , Worcestershire Acute Hospitals NHS Trust , Fluoroscopy , 745 , 825 , 785 , 735 , 740 , 745 , 835 , 775 , 735 , 775 , 645 , 550 ," 8,900 "
 Y60 , RWP , Worcestershire Acute Hospitals NHS Trust , Magnetic Resonance Imaging ," 1,695 "," 1,670 "," 1,690 "," 1,780 "," 1,630 "," 1,600 "," 1,775 "," 1,725 "," 1,600 "," 1,945 "," 1,630 "," 1,320 "," 20,060 "
 Y60 , RWP , Worcestershire Acute Hospitals NHS Trust , Nuclear Medicine Procedure , 180 , 75 , 115 , 170 , 155 , 150 , 155 , 145 , 145 , 145 , 155 , 140 ," 1,730 "
 Y60 , RWP , Worcestershire Acute Hospitals NHS Trust , Plain Radiography ," 19,250 "," 20,095 "," 18,835 "," 20,205 "," 18,245 "," 19,200 "," 20,290 "," 18,755 "," 17,600 "," 20,965 "," 18,215 "," 14,025 "," 225,670 "
 Y60 , RWP , Worcestershire Acute Hospitals NHS Trust , Single Photon Emission Computerized Tomography , * , * , . , 5 , 10 , 5 , 10 , 10 , 15 , 10 , 5 , 5 , 70 
 Y60 , RLQ , Wye Valley NHS Trust , Computerized Axial Tomography ," 2,005 "," 2,115 "," 2,030 "," 2,035 "," 2,065 "," 2,060 "," 2,335 "," 2,170 "," 2,235 "," 2,265 "," 2,165 "," 1,870 "," 25,350 "
 Y60 , RLQ , Wye Valley NHS Trust , Diagnostic Ultrasonography ," 3,655 "," 3,695 "," 3,320 "," 3,825 "," 3,125 "," 3,325 "," 3,920 "," 3,435 "," 3,130 "," 3,680 "," 3,165 "," 2,800 "," 41,075 "
 Y60 , RLQ , Wye Valley NHS Trust , Fluoroscopy , 220 , 180 , 190 , 210 , 185 , 170 , 210 , 190 , 195 , 205 , 215 , 175 ," 2,345 "
 Y60 , RLQ , Wye Valley NHS Trust , Magnetic Resonance Imaging , 950 , 960 ," 1,010 "," 1,050 ", 925 ," 1,010 "," 1,100 "," 1,010 "," 1,030 "," 1,145 "," 1,255 "," 1,040 "," 12,475 "
 Y60 , RLQ , Wye Valley NHS Trust , Nuclear Medicine Procedure , 65 , 95 , 95 , 125 , 110 , 85 , 130 , 130 , 95 , 95 , 95 , 110 ," 1,230 "
 Y60 , RLQ , Wye Valley NHS Trust , Plain Radiography ," 6,790 "," 6,980 "," 6,870 "," 7,260 "," 6,505 "," 6,655 "," 7,215 "," 6,510 "," 6,560 "," 7,085 "," 6,505 "," 5,125 "," 80,070 "
 Y61 , NT9 , Alliance Medical , Computerized Axial Tomography , 5 , * , * , . , . , . , * , * , . , . , * , . , 10 
 Y61 , NT9 , Alliance Medical , Magnetic Resonance Imaging , 910 ," 1,090 "," 1,045 "," 1,015 "," 1,130 "," 1,120 "," 1,210 ", 985 ," 1,130 "," 1,055 "," 1,090 ", 895 ," 12,675 "
 Y61 , NT9 , Alliance Medical , Plain Radiography ," 1,145 "," 1,195 "," 1,225 "," 1,140 "," 1,085 "," 1,150 "," 1,285 "," 1,165 "," 1,045 "," 1,390 "," 1,325 ", 900 ," 14,055 "
 Y61 , NT9 , Alliance Medical , Positron Emission Tomography , 865 , 840 , 815 , 875 , 820 , 855 , 930 , 840 , 840 , 920 , 825 , 900 ," 10,320 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 3,865 "," 3,690 "," 3,870 "," 4,050 "," 4,000 "," 3,875 "," 4,055 "," 4,115 "," 3,875 "," 4,240 "," 3,975 "," 3,035 "," 46,640 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 7,325 "," 7,740 "," 7,705 "," 8,245 "," 7,055 "," 7,230 "," 7,715 "," 7,755 "," 7,035 "," 7,700 "," 7,140 "," 6,100 "," 88,750 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Fluoroscopy , 510 , 595 , 525 , 560 , 535 , 505 , 540 , 520 , 395 , 535 , 470 , 400 ," 6,090 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 2,155 "," 2,070 "," 2,045 "," 2,160 "," 2,140 "," 2,080 "," 2,165 "," 2,000 "," 1,835 "," 2,025 "," 1,930 "," 1,605 "," 24,210 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 130 , 160 , 135 , 135 , 145 , 100 , 130 , 125 , 110 , 115 , 145 , 115 ," 1,550 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Plain Radiography ," 15,485 "," 15,960 "," 15,465 "," 16,855 "," 15,270 "," 15,555 "," 16,660 "," 15,980 "," 14,630 "," 16,980 "," 15,100 "," 11,650 "," 185,595 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Positron Emission Tomography , 115 , 95 , 100 , 115 , 95 , 125 , 95 , 80 , 100 , 95 , 95 , 90 ," 1,195 "
 Y61 , RDD , Basildon and Thurrock University Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 5 , 10 , 10 , 5 , 15 , 10 , 5 , 15 , 10 , 15 , 15 , 10 , 135 
 Y61 , RC1 , Bedford Hospital NHS Trust , Computerized Axial Tomography ," 1,835 "," 2,015 "," 1,885 "," 2,000 "," 1,950 "," 1,985 "," 2,045 "," 2,105 "," 2,090 "," 2,035 "," 1,935 "," 1,805 "," 23,680 "
 Y61 , RC1 , Bedford Hospital NHS Trust , Diagnostic Ultrasonography ," 3,695 "," 4,410 "," 3,970 "," 4,620 "," 4,070 "," 3,980 "," 4,380 "," 4,230 "," 4,045 "," 4,455 "," 3,785 "," 3,705 "," 49,340 "
 Y61 , RC1 , Bedford Hospital NHS Trust , Fluoroscopy , 300 , 280 , 305 , 300 , 335 , 330 , 380 , 315 , 280 , 325 , 280 , 265 ," 3,695 "
 Y61 , RC1 , Bedford Hospital NHS Trust , Magnetic Resonance Imaging ," 1,075 "," 1,150 "," 1,095 "," 1,200 ", 985 ," 1,020 "," 1,115 "," 1,305 "," 1,105 "," 1,370 "," 1,215 "," 1,210 "," 13,835 "
 Y61 , RC1 , Bedford Hospital NHS Trust , Nuclear Medicine Procedure , 160 , 200 , 135 , 205 , 120 , 180 , 130 , 175 , 130 , 165 , 115 , 150 ," 1,860 "
 Y61 , RC1 , Bedford Hospital NHS Trust , Plain Radiography ," 6,975 "," 8,185 "," 7,155 "," 8,725 "," 6,500 "," 7,775 "," 7,575 "," 7,935 "," 6,640 "," 8,355 "," 7,595 "," 6,080 "," 89,495 "
 Y61 , RC1 , Bedford Hospital NHS Trust , Single Photon Emission Computerized Tomography , 40 , 40 , 25 , 45 , 25 , 35 , 35 , 45 , 20 , 35 , 35 , 35 , 425 
